Page 0x10 Registers Name,Port 9,Port 10,Port 11,Port 12,
Tx Power Low Alarm Flag Mask,0x0000,0x0000,0x0000,0x0000,
Tx Power High Warning Flag Mask,0x0000,0x0000,0x0000,0x0000,
Tx Power Low Warning Flag Mask,0x0000,0x0000,0x0000,0x0000,
Tx Bias High Alarm Flag Mask,0x0000,0x0000,0x0000,0x0000,
Tx Bias Low Alarm Flag Mask,0x0000,0x0000,0x0000,0x0000,
Tx Bias High Warning Flag Mask,0x0000,0x0000,0x0000,0x0000,
Tx Bias Low Warning Flag Mask,0x0000,0x0000,0x0000,0x0000,
Rx LOS Flag Mask,0x0000,0x0000,0x0000,0x0000,
Rx CDR LOL Flag Mask,0x0000,0x0000,0x0000,0x0000,
Rx Power High Alarm Flag Mask,0x0000,0x0000,0x0000,0x0000,
Rx Power Low Alarm Flag Mask,0x0000,0x0000,0x0000,0x0000,
Rx Power High Warning Flag Mask,0x0000,0x0000,0x0000,0x0000,
Rx Power Low Warning Flag Mask,0x0000,0x0000,0x0000,0x0000,
Rx Output Status Changed Mask,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Reserved,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
Custom,0x0000,0x0000,0x0000,0x0000,
