Page 0x11 Registers Name,Port 1,Port 3,
Active Set Tx Adaptive Input Eq Enable,0x0000,0x0000,
Active Set Tx Adaptive Input Eq Recall Tx1-Tx4,0x0000,0x0000,
Active Set Tx Adaptive Input Eq Recall Tx5-Tx8,0x0000,0x0000,
Manual Fixed Tx Input EQ Control Tx1/Tx2,0x0000,0x0000,
Manual Fixed Tx Input EQ Control Tx3/Tx4,0x0000,0x0000,
Manual Fixed Tx Input EQ Control Tx5/Tx6,0x0000,0x0000,
Manual Fixed Tx Input EQ Control Tx7/Tx8,0x0000,0x0000,
Active Set Tx CDR Control,0x0000,0x0000,
Active Set Rx CDR control,0x0000,0x0000,
Active Set Rx1/Rx2 Output Eq Control Pre-cursor,0x0000,0x0000,
Active Set Rx3/Rx4 Output Eq Control Pre-cursor,0x0000,0x0000,
Active Set Rx5/Rx6 Output Eq Control Pre-cursor,0x0000,0x0000,
Active Set Rx7/Rx8 Output Eq Control Pre-cursor,0x0000,0x0000,
Active Set Rx1/Rx2 Output Eq Control Post-cursor,0x0000,0x0000,
Active Set Rx3/Rx4 Output Eq Control Post-cursor,0x0000,0x0000,
Active Set Rx5/Rx6 Output Eq Control Post-cursor,0x0000,0x0000,
Active Set Rx7/Rx8 Output Eq Control Post-cursor,0x0000,0x0000,
Active Set Rx1/Rx2 Output Amplitude Control,0x0000,0x0000,
Active Set Rx3/Rx4 Output Amplitude Control,0x0000,0x0000,
Active Set Rx5/Rx6 Output Amplitude Control,0x0000,0x0000,
Active Set Rx7/Rx8 Output Amplitude Control,0x0000,0x0000,
Data Path Init Pending Lane 1-8,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Module Tx Media Lane 1 Mapping,0x0000,0x0000,
Module Tx Media Lane 2 Mapping,0x0000,0x0000,
Module Tx Media Lane 3 Mapping,0x0000,0x0000,
Module Tx Media Lane 4 Mapping,0x0000,0x0000,
Module Tx Media Lane 5 Mapping,0x0000,0x0000,
Module Tx Media Lane 6 Mapping,0x0000,0x0000,
Module Tx Media Lane 7 Mapping,0x0000,0x0000,
Module Tx Media Lane 8 Mapping,0x0000,0x0000,
Module Rx Media Lane 1 Mapping,0x0000,0x0000,
Module Rx Media Lane 2 Mapping,0x0000,0x0000,
Module Rx Media Lane 3 Mapping,0x0000,0x0000,
Module Rx Media Lane 4 Mapping,0x0000,0x0000,
Module Rx Media Lane 5 Mapping,0x0000,0x0000,
Module Rx Media Lane 6 Mapping,0x0000,0x0000,
Module Rx Media Lane 7 Mapping,0x0000,0x0000,
Module Rx Media Lane 8 Mapping,0x0000,0x0000,
