Page 0x11 Registers Name,Port 2,Port 4,
Active Set Rx1/Rx2 Output Eq Control Post-cursor,0x0000,0x0000,
Active Set Rx3/Rx4 Output Eq Control Post-cursor,0x0000,0x0000,
Active Set Rx5/Rx6 Output Eq Control Post-cursor,0x0000,0x0000,
Active Set Rx7/Rx8 Output Eq Control Post-cursor,0x0000,0x0000,
Active Set Rx1/Rx2 Output Amplitude Control,0x0022,0x0022,
Active Set Rx3/Rx4 Output Amplitude Control,0x0022,0x0022,
Active Set Rx5/Rx6 Output Amplitude Control,0x0022,0x0022,
Active Set Rx7/Rx8 Output Amplitude Control,0x0022,0x0022,
Data Path Init Pending Lane 1-8,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Reserved,0x0000,0x0000,
Module Tx Media Lane 1 Mapping,0x0011,0x0011,
Module Tx Media Lane 2 Mapping,0x0012,0x0012,
Module Tx Media Lane 3 Mapping,0x0023,0x0023,
Module Tx Media Lane 4 Mapping,0x0024,0x0024,
Module Tx Media Lane 5 Mapping,0x0035,0x0035,
Module Tx Media Lane 6 Mapping,0x0036,0x0036,
Module Tx Media Lane 7 Mapping,0x0047,0x0047,
Module Tx Media Lane 8 Mapping,0x0048,0x0048,
Module Rx Media Lane 1 Mapping,0x0011,0x0011,
Module Rx Media Lane 2 Mapping,0x0022,0x0022,
Module Rx Media Lane 3 Mapping,0x0033,0x0033,
Module Rx Media Lane 4 Mapping,0x0044,0x0044,
Module Rx Media Lane 5 Mapping,0x0055,0x0055,
Module Rx Media Lane 6 Mapping,0x0066,0x0066,
Module Rx Media Lane 7 Mapping,0x0077,0x0077,
Module Rx Media Lane 8 Mapping,0x0088,0x0088,
